X,Y,token
8.450723,15.253347,pursue
-4.502471,3.6953259,refrain
-3.2182198,7.442439,unreasonable
27.488083,1.4323652,anger
-5.696848,-2.7955768,missing
12.037491,1.332001,former
3.5104244,23.143843,income
-0.30492473,-4.9266024,still
1.5057057,-17.616215,comparison
5.0872445,0.56334203,enscombe
6.498719,18.137972,cease
14.874658,-20.153475,once
1.9934009,14.17661,considered
-1.3763428,-20.061293,churchills
14.00189,5.403993,amazing
1.0399169,0.5525044,worst
-19.07555,1.5022026,bargain
4.863546,1.8599168,child
15.024668,7.405706,expense
0.9174046,-7.939667,relieved
-9.975406,-0.32508737,boy
-2.3855321,16.111488,additional
26.623655,0.5131577,lingering
-9.834407,10.756402,illness
-16.346426,-9.769979,reconciliation
22.679878,13.823639,kindred
-7.9934874,4.003732,offered
-8.602283,23.880503,charge
7.6039042,1.3888156,frank
7.672806,-20.525953,scruples
13.918705,25.191689,reluctance
8.943156,3.7558506,supposed
21.262625,-4.5896897,overcome
4.7833033,17.340597,considerations
2.3896542,-3.7449543,wealth
11.853234,-0.734003,seek
20.759462,-15.278876,improve
9.118167,1.2603062,complete
-9.964454,6.5754585,became
-12.339006,18.447243,desirable
-8.103306,11.164283,quitted
1.9627966,-4.0745196,trade
6.0185595,-28.37333,established
-12.006041,22.432388,favourable
-8.778121,-18.784264,opening
-8.836447,-19.670614,concern
15.49364,8.771832,leisure
-9.220298,4.3228617,occupation
-5.3660283,20.904167,pleasures
13.617942,0.66993123,eighteen
16.413734,10.307697,realised
-3.6624842,-6.9226627,purchase
29.764275,-8.615548,adjoining
-11.777364,-18.13604,longed
9.625436,-8.390525,according
12.419651,22.055954,wishes
0.3986531,-24.819288,friendly
2.6695406,21.331963,begun
-5.159729,-17.581186,influence
-30.230148,4.7971354,schemes
1.7106681,3.5536382,youth
-17.561459,-0.23834468,shaken
-7.869311,-10.610339,determination
19.03447,-3.9338713,settling
-5.1199594,14.443041,sale
1.0332779,-1.9904472,forward
7.2554026,7.1600094,steadily
7.0564466,5.267902,objects
19.516945,2.96765,view
17.301207,-11.712285,accomplished
19.6534,7.3018813,bought
