X,Y,token
17.850224,12.252964,upon
-11.402291,21.192621,account
-18.79738,9.402531,make
-14.301034,-24.04059,servant
-8.027901,14.374376,pretty
-11.703857,-0.3597019,spoken
9.453409,19.084242,girl
-11.403029,21.201258,opinion
-12.946184,8.762925,Whenever
-16.611816,9.850211,asks
15.64552,14.502488,me
-19.544926,9.94679,do
-11.117387,0.63866657,manner
14.303211,-21.369488,needlework
-19.49964,14.220471,observe
20.596832,6.523527,turns
22.170452,5.499057,lock
28.513182,8.518793,door
15.2637825,13.389042,right
-14.054089,24.10041,comfort
-15.050161,7.8757076,somebody
16.844475,16.89779,about
-15.007486,3.0073178,goes
-11.404983,3.1546688,hearing
-20.213387,10.681997,tell
-13.848514,19.137201,spared
-8.177197,22.178879,exertions
-11.178598,-6.2859893,maintain
6.9324994,-3.4668872,flow
-6.1396747,16.836357,ideas
-17.385086,20.014128,hoped
-21.35397,12.093495,help
-8.267441,15.862758,tolerably
0.9409435,19.19208,attacked
-9.722987,22.474094,regrets
24.091782,4.508836,table
3.2664545,11.403919,placed
-3.3906744,25.292685,visitor
8.687568,23.062145,immediately
6.534364,20.258558,afterwards
10.522914,9.405687,walked
-11.979396,17.79919,unnecessary
-1.0141098,31.703003,Knightley
-10.330943,17.836548,sensible
10.814508,-28.81234,eight
10.792273,-28.812628,thirty
-9.4063015,27.19507,intimate
-3.1795204,13.3445635,connected
-14.688712,1.937247,elder
-15.6350565,-27.406265,brother
-2.8854282,21.964334,frequent
-13.792941,3.1991024,welcome
3.9838455,25.031195,directly
-6.3266277,22.511677,mutual
-6.47703,19.927599,connexions
-11.620975,2.4908302,returned
-13.849901,5.5354357,late
2.1691377,-9.466953,days
-2.949202,22.512897,absence
-2.1162875,22.320503,Brunswick
8.327474,13.921509,Square
-9.053765,24.85422,circumstance
-2.2594974,20.59361,animated
-3.6112978,24.579996,inquiries
-13.243607,-22.459455,answered
-17.00085,-1.5502492,When
2.2467766,20.915625,gratefully
6.635139,21.706799,observed
-14.577345,4.1877966,come
27.889725,11.674666,out
-19.215752,-4.5256653,call
-14.797826,-1.6270344,afraid
-12.695731,15.269121,shocking
-20.79518,-4.807464,Not
-23.112602,5.9962225,sir
2.6412132,0.89029557,beautiful
17.630486,-5.090189,moonlight
12.408135,1.7177058,mild
-16.65746,0.6477295,draw
27.579697,12.196922,back
8.165658,-17.365694,fire
2.0052006,16.934586,found
13.275101,-9.130497,damp
-6.244709,4.27765,dirty
-17.906872,2.513602,catch
12.938007,-9.626593,cold
-22.02283,2.527438,Look
18.618988,7.9215183,shoes
-23.292194,5.302721,Well
-13.533881,10.243034,quite
-4.3470926,12.793813,surprising
10.601134,-0.13245073,vast
12.534556,-12.923548,rain
3.118462,-14.952456,rained
-12.812708,14.953547,dreadfully
17.847301,16.328442,hard
5.7806406,29.770546,breakfast
-16.00578,13.625311,wanted
-2.452448,-5.12298,By
-21.41332,6.9391613,bye
-7.8842516,-6.646604,joy
-16.380337,-2.3226771,Being
-3.0049422,10.355525,sort
-4.1587415,15.947472,feeling
16.320858,17.616085,hurry
-20.86849,13.940438,hope
29.346228,6.181369,went
-18.99874,12.614581,behave
-24.328152,-9.990739,Who
13.442988,23.579351,cried
-22.75545,3.8854046,Ah
-25.939882,-3.2076833,Tis
-14.374163,8.380175,business
-20.769728,9.670222,please
-15.673836,17.494862,possibly
-22.561775,6.979173,`
-23.741272,8.318222,.'
-13.159347,22.776735,regard
-15.033629,2.9900177,comes
3.860877,22.88878,question
-8.238757,22.864729,dependence
-6.6317058,20.663515,independence
3.8051126,-7.3607707,At
-7.754137,12.852235,rate
-18.479637,12.9967985,better
0.25984383,5.975976,those
2.4172137,13.764468,fanciful
-13.385925,16.050247,troublesome
-6.7114377,12.11468,creature
26.94961,-3.600073,head
-13.309107,13.780376,certainly
-17.965155,11.385031,believe
14.075016,23.256947,","""
-2.296776,8.827752,sometimes
-22.708685,1.0438429,dearest
-20.166246,10.255433,mean
-19.535559,11.447748,_you_
4.13277,7.627358,horrible
-15.535109,12.026841,idea
-22.89225,4.034678,Oh
-15.745028,13.155462,meant
-17.47878,12.598019,myself
-16.404799,5.6154475,loves
-12.726578,14.125389,joke
8.464026,15.789973,another
-1.0956132,11.598541,fact
-13.129265,22.718782,faults
-12.472205,2.4526744,told
-12.521941,17.034597,agreeable
-12.358597,2.2972991,knew
-15.467489,16.359142,suspect
-19.441086,8.234456,knows
-17.006119,12.6905365,flatter
-7.086129,26.67164,reflection
13.559003,16.710424,has
4.8804483,-0.26603058,persons
-4.1005096,13.943908,chances
-18.975363,18.051184,willing
-20.568882,-8.33701,let
-4.8817625,-19.288078,pass
13.35063,23.0181,"--"""
-17.885038,-7.529087,hear
-12.246143,15.264867,behaved
8.738654,15.544079,Every
-5.9505825,7.406234,punctual
7.9185557,20.495327,looks
7.5542536,-13.270921,tear
25.79213,-5.0225706,face
-6.951964,5.012249,seen
7.260934,-3.2705126,apart
-23.017136,4.7059426,Dear
13.934469,-6.0335507,bears
-21.9859,12.842576,sorry
-19.687788,15.5023575,lose
-22.631363,6.7703323,miss
-19.490456,8.255997,thinks
-0.16363536,-10.980533,turned
-2.601229,6.814185,divided
0.24129131,-8.529138,tears
4.3497114,17.514328,smiles
-24.09631,14.009272,should
-12.490493,-5.283964,acceptable
-11.241711,16.874165,important
-4.254796,14.400699,secure
-7.5788865,8.271023,provision
-17.97083,-16.571392,therefore
-18.272463,15.60623,allow
-5.09474,-3.806772,pain
-0.4218934,17.756142,happily
-12.612197,-0.46498728,forgotten
-17.368687,7.796918,matter
-0.8207911,15.812738,considerable
11.249156,-28.85381,four
-13.949546,13.519252,proved
-18.813206,12.980379,marry
21.120268,10.288294,shook
-4.5124693,6.4150877,fondly
14.156081,23.502563,replied
-12.678263,12.680201,matches
-11.625211,9.9062395,whatever
-23.489948,3.3635259,Pray
-16.5369,-3.271847,none
-10.868696,14.422363,greatest
-5.5001073,22.497892,amusement
-5.1280227,20.118923,success
-12.777555,15.214339,perfectly
